137, -56.0, 13.0, 69.0, 63.0
138, 31.0, 23.0, 57.0, 64.0
139, 118.0, -3.0, 64.0, 81.0
140, 192.0, 14.0, 74.0, 51.0
141, 35.0, 7.0, 79.0, 59.0
142, -178.0, -8.0, 65.0, 48.0
143, 166.0, 14.0, 64.0, 72.0
144, -80.0, 0.0, 70.0, 92.0
145, -74.0, 30.0, 72.0, 61.0
146, 122.0, -9.0, 66.0, 67.0
147, 154.0, -12.0, 66.0, 71.0
148, 118.0, 14.0, 80.0, 78.0
149, 1.0, 8.0, 63.0, 66.0
150, -37.0, 23.0, 72.0, 68.0
151, -94.0, 4.0, 70.0, 59.0
152, 164.0, 8.0, 68.0, 63.0
153, -21.0, 0.0, 75.0, 52.0
154, 123.0, 30.0, 33.0, 51.0
155, -96.0, -8.0, 63.0, 76.0
156, 36.0, -16.0, 74.0, 40.0
157, 230.0, 14.0, 63.0, 74.0
158, -10.0, -9.0, 81.0, 70.0
159, 162.0, 22.0, 85.0, 80.0
160, 205.0, 4.0, 73.0, 73.0
161, -81.0, -8.0, 94.0, 92.0
162, 84.0, 24.0, 100.0, 61.0
163, 103.0, 17.0, 78.0, 67.0
164, 157.0, 1.0, 74.0, 71.0
165, 195.0, -8.0, 87.0, 67.0
166, 89.0, -8.0, 66.0, 78.0
167, 65.0, -21.0, 59.0, 76.0
168, 112.0, 5.0, 68.0, 78.0
169, -2.0, 12.0, 53.0, 75.0
170, -20.0, 2.0, 68.0, 82.0
171, 77.0, 7.0, 72.0, 63.0
172, -36.0, -11.0, 77.0, 79.0
173, -170.0, 5.0, 60.0, 94.0
174, -6.0, 10.0, 56.0, 76.0
175, 42.0, -13.0, 77.0, 70.0
176, -163.0, 5.0, 92.0, 68.0
177, 145.0, -6.0, 65.0, 65.0
178, 53.0, 19.0, 69.0, 70.0
179, -32.0, -5.0, 66.0, 61.0
180, -140.0, -1.0, 52.0, 69.0
181, -10.0, 14.0, 63.0, 47.0
182, -226.0, 8.0, 59.0, 67.0
183, 5.0, -6.0, 61.0, 72.0
184, -53.0, -7.0, 73.0, 82.0
185, 79.0, 7.0, 76.0, 67.0
186, 163.0, -11.0, 43.0, 64.0
187, 114.0, 5.0, 68.0, 91.0
188, -30.0, 0.0, 62.0, 63.0
189, 9.0, -4.0, 50.0, 80.0
190, -99.0, 13.0, 65.0, 58.0
191, 76.0, 6.0, 79.0, 68.0
192, -155.0, 4.0, 66.0, 69.0
193, -30.0, 0.0, 64.0, 69.0
194, -25.0, 17.0, 70.0, 77.0
195, -81.0, 6.0, 57.0, 81.0
196, -262.0, -13.0, 69.0, 68.0
197, -161.0, 0.0, 64.0, 78.0
198, 288.0, -2.0, 63.0, 63.0
199, 115.0, 3.0, 74.0, 82.0
200, -64.0, -11.0, 81.0, 56.0
201, 11.0, -7.0, 90.0, 62.0
202, 19.0, 4.0, 75.0, 73.0
203, -57.0, -14.0, 84.0, 62.0
204, -167.0, 16.0, 62.0, 62.0
205, 48.0, -10.0, 73.0, 75.0
206, 125.0, 24.0, 67.0, 71.0
207, -195.0, 0.0, 70.0, 66.0
208, 93.0, 16.0, 63.0, 87.0
209, 124.0, -16.0, 55.0, 66.0
210, -171.0, 16.0, 68.0, 83.0
211, 95.0, -26.0, 63.0, 85.0
212, 58.0, 4.0, 65.0, 75.0
213, -158.0, -21.0, 82.0, 72.0
214, 182.0, -9.0, 66.0, 95.0
215, -150.0, -25.0, 60.0, 67.0
216, -165.0, 17.0, 61.0, 77.0
217, -109.0, -11.0, 51.0, 65.0
218, 118.0, -5.0, 40.0, 87.0
219, 33.0, 6.0, 65.0, 52.0
220, -32.0, -16.0, 85.0, 76.0
221, -194.0, 21.0, 51.0, 75.0
222, -80.0, 9.0, 53.0, 58.0
223, -43.0, 16.0, 69.0, 73.0
224, -180.0, -2.0, 60.0, 66.0
225, 129.0, 11.0, 73.0, 63.0
226, 80.0, -2.0, 67.0, 68.0
227, -145.0, -17.0, 51.0, 67.0
228, -98.0, 3.0, 64.0, 61.0
229, 8.0, 2.0, 81.0, 88.0
230, -149.0, 5.0, 58.0, 86.0
231, 95.0, -29.0, 76.0, 68.0
232, -11.0, 6.0, 92.0, 67.0
233, 80.0, 25.0, 71.0, 66.0
234, 139.0, 0.0, 78.0, 78.0
235, -78.0, 19.0, 73.0, 72.0
236, 180.0, 8.0, 65.0, 58.0
237, 63.0, 7.0, 68.0, 82.0
238, 157.0, 3.0, 57.0, 74.0
239, 6.0, 6.0, 89.0, 79.0
240, -33.0, -2.0, 60.0, 57.0
241, -101.0, 23.0, 50.0, 58.0
242, 56.0, -6.0, 75.0, 77.0
243, 37.0, 1.0, 53.0, 64.0
244, 154.0, -3.0, 66.0, 69.0
245, 18.0, -5.0, 86.0, 65.0
246, -125.0, 7.0, 60.0, 78.0
247, -64.0, -8.0, 64.0, 71.0
248, -94.0, -3.0, 51.0, 80.0
249, 90.0, 5.0, 51.0, 69.0
250, -2.0, -7.0, 70.0, 61.0
251, 159.0, -6.0, 73.0, 73.0
252, 28.0, 25.0, 79.0, 63.0
253, 98.0, -11.0, 77.0, 74.0
254, -2.0, 18.0, 65.0, 90.0
255, -6.0, 4.0, 76.0, 82.0
0, -160.0, 24.0, 63.0, 54.0
1, -120.0, -8.0, 58.0, 68.0
2, -88.0, 11.0, 67.0, 43.0
3, 131.0, 21.0, 64.0, 66.0
4, 91.0, -4.0, 48.0, 56.0
5, -116.0, -9.0, 51.0, 71.0
6, -7.0, 13.0, 54.0, 75.0
7, -130.0, 10.0, 71.0, 81.0
8, -14.0, 10.0, 49.0, 72.0
9, -5.0, -11.0, 66.0, 87.0
10, 76.0, -4.0, 76.0, 72.0
11, -57.0, 13.0, 72.0, 88.0
12, 103.0, -3.0, 66.0, 81.0
13, -49.0, -9.0, 75.0, 62.0
14, 70.0, 16.0, 47.0, 60.0
15, 79.0, 19.0, 56.0, 67.0
16, 117.0, -11.0, 81.0, 77.0
17, 97.0, 20.0, 65.0, 59.0
18, -125.0, 11.0, 70.0, 88.0
19, -28.0, 27.0, 64.0, 92.0
20, 36.0, -6.0, 75.0, 55.0
21, -1.0, 1.0, 76.0, 75.0
22, 6.0, 15.0, 72.0, 78.0
23, 251.0, 23.0, 64.0, 69.0
24, -156.0, 6.0, 51.0, 77.0
25, 42.0, -8.0, 83.0, 64.0
26, -111.0, -12.0, 87.0, 84.0
27, -17.0, -5.0, 69.0, 65.0
28, -2.0, -17.0, 66.0, 39.0
29, -24.0, -19.0, 67.0, 76.0
30, -119.0, 9.0, 77.0, 66.0
31, -116.0, 2.0, 86.0, 68.0
32, 104.0, 0.0, 32.0, 69.0
33, -56.0, 5.0, 64.0, 77.0
34, 121.0, 3.0, 67.0, 55.0
35, 103.0, -4.0, 75.0, 80.0
36, -180.0, 0.0, 55.0, 67.0
37, -77.0, 2.0, 61.0, 76.0
38, 33.0, 2.0, 77.0, 64.0
39, 11.0, 17.0, 70.0, 82.0
40, 27.0, -3.0, 74.0, 67.0
41, -73.0, 4.0, 75.0, 63.0
42, 43.0, 14.0, 78.0, 61.0
43, -75.0, 28.0, 45.0, 60.0
44, -29.0, -16.0, 50.0, 49.0
45, 224.0, 7.0, 56.0, 62.0
46, 33.0, 10.0, 58.0, 65.0
47, 113.0, 12.0, 61.0, 63.0
48, -73.0, -15.0, 86.0, 62.0
49, 222.0, 25.0, 56.0, 59.0
50, 32.0, 2.0, 69.0, 67.0
51, -54.0, 12.0, 49.0, 47.0
52, -67.0, 2.0, 82.0, 60.0
53, -315.0, -15.0, 75.0, 93.0
54, -37.0, -8.0, 71.0, 77.0
55, 21.0, 25.0, 73.0, 73.0
56, 41.0, -8.0, 69.0, 81.0
57, 206.0, -14.0, 81.0, 55.0
58, -5.0, 14.0, 69.0, 63.0
59, 87.0, 16.0, 73.0, 88.0
60, 62.0, 17.0, 50.0, 73.0
61, 223.0, 16.0, 74.0, 47.0
62, -180.0, 3.0, 85.0, 60.0
63, -96.0, 5.0, 81.0, 63.0
64, -141.0, 4.0, 86.0, 74.0
65, 96.0, -16.0, 74.0, 80.0
66, 42.0, 31.0, 53.0, 62.0
67, -150.0, 3.0, 78.0, 51.0
68, 42.0, 9.0, 81.0, 74.0
69, -59.0, -23.0, 76.0, 79.0
70, -150.0, 0.0, 50.0, 58.0
71, -175.0, 22.0, 55.0, 75.0
72, -190.0, -1.0, 66.0, 82.0
73, -197.0, -11.0, 76.0, 66.0
74, 24.0, -2.0, 57.0, 72.0
75, -83.0, 5.0, 67.0, 70.0
76, -125.0, -9.0, 78.0, 59.0
77, -35.0, 12.0, 62.0, 73.0
78, -1.0, -12.0, 65.0, 73.0
79, 80.0, -1.0, 48.0, 84.0
80, 1.0, 0.0, 57.0, 53.0
81, 174.0, 4.0, 44.0, 64.0
82, -114.0, 6.0, 94.0, 77.0
83, -85.0, 8.0, 60.0, 64.0
84, -108.0, -5.0, 56.0, 77.0
85, 104.0, 23.0, 65.0, 77.0
86, 156.0, -1.0, 59.0, 65.0
87, -126.0, 8.0, 73.0, 70.0
88, -242.0, 22.0, 66.0, 59.0
89, 64.0, -7.0, 61.0, 89.0
90, 58.0, 16.0, 63.0, 59.0
91, -31.0, -6.0, 70.0, 77.0
92, 179.0, 17.0, 52.0, 70.0
93, -34.0, -1.0, 60.0, 62.0
94, 25.0, 12.0, 89.0, 81.0
95, -69.0, 15.0, 72.0, 89.0
96, 97.0, 10.0, 77.0, 60.0
97, 49.0, 6.0, 84.0, 55.0
98, -184.0, 3.0, 99.0, 59.0
99, -80.0, -1.0, 55.0, 83.0
100, 42.0, -5.0, 73.0, 69.0
101, 13.0, 9.0, 74.0, 86.0
102, 63.0, -5.0, 57.0, 58.0
103, -58.0, 15.0, 71.0, 80.0
104, 107.0, 2.0, 49.0, 69.0
105, -67.0, 9.0, 65.0, 78.0
106, 171.0, -2.0, 65.0, 67.0
107, 162.0, 8.0, 66.0, 73.0
108, 134.0, 11.0, 66.0, 81.0
109, -8.0, -3.0, 85.0, 59.0
110, -46.0, -17.0, 88.0, 85.0
111, 267.0, 2.0, 61.0, 64.0
112, 93.0, -9.0, 72.0, 88.0
113, 120.0, 11.0, 93.0, 47.0
114, 71.0, 6.0, 75.0, 56.0
115, 64.0, -9.0, 60.0, 69.0
116, -60.0, 17.0, 68.0, 96.0
117, -111.0, -9.0, 66.0, 67.0
118, 199.0, -22.0, 87.0, 60.0
119, 14.0, 2.0, 59.0, 83.0
120, 199.0, 0.0, 56.0, 86.0
121, -109.0, -19.0, 42.0, 74.0
122, -126.0, 15.0, 78.0, 81.0
123, 73.0, -4.0, 50.0, 74.0
124, -114.0, 24.0, 64.0, 74.0
125, 1.0, 17.0, 67.0, 67.0
126, 110.0, 18.0, 70.0, 86.0
127, -72.0, 7.0, 54.0, 65.0
128, -125.0, 5.0, 59.0, 84.0
129, 74.0, -20.0, 87.0, 71.0
130, -29.0, 29.0, 88.0, 73.0
131, -25.0, 17.0, 71.0, 78.0
132, -71.0, 1.0, 76.0, 71.0
133, 150.0, -2.0, 86.0, 74.0
134, 74.0, 5.0, 78.0, 64.0
135, 10.0, 23.0, 87.0, 78.0
136, 72.0, 28.0, 90.0, 69.0
137, -168.0, 0.0, 49.0, 69.0
138, 45.0, -3.0, 56.0, 76.0
139, 3.0, -2.0, 49.0, 85.0
140, 59.0, -16.0, 76.0, 64.0
141, -56.0, 6.0, 66.0, 84.0
142, 18.0, 8.0, 87.0, 77.0
143, 47.0, 5.0, 80.0, 77.0
144, -184.0, -21.0, 80.0, 59.0
145, 3.0, 7.0, 66.0, 63.0
146, -142.0, 22.0, 60.0, 72.0
147, 172.0, 20.0, 58.0, 71.0
148, 70.0, 19.0, 69.0, 90.0
149, -29.0, 11.0, 65.0, 80.0
150, 200.0, 17.0, 64.0, 67.0
151, 103.0, -3.0, 82.0, 80.0
152, 113.0, -6.0, 66.0, 70.0
153, 40.0, 0.0, 56.0, 71.0
154, 283.0, 6.0, 69.0, 81.0
155, 146.0, 0.0, 64.0, 82.0
156, -100.0, 18.0, 71.0, 65.0
157, -51.0, 2.0, 45.0, 74.0
158, -121.0, 11.0, 61.0, 81.0
159, -43.0, 17.0, 52.0, 71.0
160, 157.0, 8.0, 74.0, 44.0
161, -87.0, 20.0, 54.0, 42.0
162, 58.0, 8.0, 69.0, 75.0
163, 28.0, -7.0, 73.0, 73.0
164, -9.0, 3.0, 66.0, 89.0
165, 23.0, 12.0, 59.0, 73.0
166, -141.0, 12.0, 76.0, 47.0
167, -125.0, 21.0, 68.0, 82.0
168, 3.0, 6.0, 73.0, 61.0
169, -36.0, -15.0, 61.0, 81.0
170, 239.0, 5.0, 73.0, 45.0
171, -55.0, -5.0, 60.0, 61.0
172, 80.0, 15.0, 78.0, 81.0
173, 5.0, -5.0, 64.0, 47.0
174, -220.0, 12.0, 66.0, 76.0
175, 129.0, 19.0, 85.0, 53.0
176, 12.0, 24.0, 67.0, 72.0
177, -154.0, 0.0, 67.0, 72.0
178, 75.0, 25.0, 62.0, 60.0
179, -71.0, 20.0, 68.0, 90.0
180, 62.0, -3.0, 84.0, 74.0
181, -59.0, 1.0, 63.0, 75.0
182, -258.0, 19.0, 64.0, 54.0
183, -86.0, 0.0, 65.0, 65.0
184, 165.0, 38.0, 62.0, 70.0
185, -69.0, -10.0, 68.0, 78.0
186, 62.0, -4.0, 71.0, 72.0
187, 171.0, 10.0, 69.0, 56.0
188, 44.0, -5.0, 67.0, 82.0
189, -6.0, 1.0, 69.0, 83.0
190, 125.0, 5.0, 52.0, 63.0
191, 79.0, 14.0, 60.0, 65.0
192, 27.0, 12.0, 78.0, 78.0
193, -126.0, 4.0, 50.0, 88.0
194, 25.0, 19.0, 78.0, 67.0
195, -20.0, 9.0, 58.0, 65.0
196, 17.0, 9.0, 68.0, 59.0
197, 41.0, 30.0, 69.0, 62.0
198, 28.0, 11.0, 69.0, 77.0
199, -138.0, 11.0, 76.0, 70.0
200, -90.0, 3.0, 50.0, 52.0
201, -78.0, 7.0, 68.0, 73.0
202, 186.0, 22.0, 76.0, 71.0
203, 167.0, 25.0, 61.0, 70.0
204, 30.0, 12.0, 53.0, 81.0
205, 79.0, -3.0, 55.0, 76.0
206, 40.0, 3.0, 61.0, 56.0
207, 63.0, -4.0, 55.0, 85.0
208, 269.0, 8.0, 65.0, 69.0
209, 2.0, -2.0, 79.0, 64.0
210, 41.0, 16.0, 67.0, 66.0
211, 54.0, 16.0, 64.0, 73.0
212, -98.0, 11.0, 71.0, 50.0
213, -71.0, -13.0, 69.0, 57.0
214, 19.0, 9.0, 55.0, 89.0
215, -30.0, 5.0, 50.0, 65.0
216, -61.0, 15.0, 62.0, 70.0
217, -138.0, -3.0, 65.0, 61.0
218, 117.0, 1.0, 68.0, 73.0
219, 6.0, -14.0, 80.0, 52.0
220, 91.0, 23.0, 91.0, 62.0
221, -137.0, 5.0, 62.0, 60.0
222, -92.0, 10.0, 69.0, 80.0
223, 77.0, 5.0, 62.0, 79.0
224, -312.0, 4.0, 66.0, 63.0
225, 126.0, 12.0, 59.0, 69.0
226, 340.0, 11.0, 68.0, 57.0
227, -40.0, 19.0, 72.0, 72.0
228, 114.0, 7.0, 76.0, 77.0
229, 85.0, 0.0, 72.0, 63.0
230, -203.0, 10.0, 54.0, 83.0
231, 173.0, 2.0, 74.0, 60.0
232, -230.0, -6.0, 68.0, 69.0
233, 0.0, 5.0, 68.0, 76.0
234, 72.0, 2.0, 86.0, 79.0
235, -80.0, -7.0, 84.0, 74.0
236, -12.0, -7.0, 63.0, 64.0
237, 225.0, 11.0, 70.0, 62.0
238, 59.0, 1.0, 84.0, 73.0
239, 105.0, -2.0, 84.0, 75.0
240, 128.0, 1.0, 71.0, 59.0
241, -89.0, 3.0, 45.0, 60.0
242, 141.0, -9.0, 70.0, 67.0
243, -135.0, 9.0, 58.0, 90.0
244, 74.0, -2.0, 51.0, 49.0
245, 85.0, 12.0, 70.0, 82.0
246, 225.0, 4.0, 90.0, 73.0
247, 82.0, 20.0, 66.0, 78.0
248, -4.0, 9.0, 61.0, 70.0
249, 5.0, -2.0, 82.0, 72.0
250, 69.0, 18.0, 71.0, 60.0
251, 141.0, 9.0, 73.0, 82.0
252, 103.0, -5.0, 97.0, 65.0
253, -183.0, -6.0, 70.0, 72.0
254, -115.0, 6.0, 60.0, 77.0
255, 125.0, 17.0, 53.0, 76.0
0, -41.0, 0.0, 80.0, 67.0
1, -97.0, 1.0, 80.0, 47.0
2, -36.0, 0.0, 76.0, 72.0
3, 2.0, 11.0, 65.0, 52.0
4, 1.0, -15.0, 77.0, 81.0
5, -78.0, 5.0, 66.0, 65.0
6, 29.0, 6.0, 62.0, 71.0
7, -75.0, -5.0, 92.0, 48.0
8, -66.0, 29.0, 73.0, 70.0
9, -25.0, -22.0, 61.0, 80.0
10, -27.0, 1.0, 78.0, 64.0
11, 102.0, 8.0, 74.0, 81.0
12, 9.0, -3.0, 62.0, 75.0
13, 96.0, 16.0, 49.0, 84.0
14, -120.0, -4.0, 81.0, 64.0
15, -44.0, -14.0, 69.0, 54.0
16, -110.0, 11.0, 62.0, 77.0
17, -126.0, 7.0, 62.0, 66.0
18, 133.0, -7.0, 38.0, 79.0
19, 40.0, 16.0, 89.0, 63.0
20, 93.0, -6.0, 60.0, 69.0
21, 224.0, -3.0, 89.0, 56.0
22, 118.0, -14.0, 80.0, 60.0
23, -7.0, -1.0, 84.0, 60.0
24, 56.0, -3.0, 83.0, 64.0
25, 14.0, 11.0, 77.0, 81.0
26, -45.0, 8.0, 79.0, 68.0
27, -55.0, 7.0, 70.0, 74.0
28, -70.0, 7.0, 61.0, 68.0
29, 119.0, 16.0, 39.0, 73.0
30, 219.0, 17.0, 60.0, 66.0
31, 122.0, 13.0, 61.0, 63.0
32, 59.0, -8.0, 63.0, 65.0
33, 167.0, 6.0, 67.0, 72.0
34, 94.0, 4.0, 56.0, 62.0
35, -62.0, 12.0, 85.0, 84.0
36, 95.0, 2.0, 43.0, 56.0
37, 65.0, 10.0, 84.0, 68.0
38, 48.0, 37.0, 64.0, 92.0
39, -41.0, -14.0, 77.0, 62.0
40, -60.0, -1.0, 36.0, 77.0
41, -100.0, -4.0, 59.0, 66.0
42, 58.0, 0.0, 60.0, 62.0
43, -29.0, 1.0, 70.0, 58.0
44, 117.0, 25.0, 61.0, 66.0
45, 24.0, -2.0, 71.0, 78.0
46, 49.0, 15.0, 61.0, 71.0
47, 97.0, 5.0, 62.0, 75.0
48, 223.0, -5.0, 41.0, 84.0
49, -77.0, 5.0, 72.0, 86.0
50, 23.0, -22.0, 79.0, 59.0
51, -15.0, 19.0, 69.0, 87.0
52, -8.0, -8.0, 81.0, 78.0
53, 138.0, 0.0, 63.0, 66.0
54, -54.0, 3.0, 71.0, 76.0
55, 40.0, -5.0, 65.0, 79.0
56, -134.0, 18.0, 61.0, 62.0
57, -20.0, 15.0, 64.0, 55.0
58, -55.0, 4.0, 62.0, 68.0
59, -116.0, -12.0, 59.0, 74.0
60, 115.0, -5.0, 70.0, 66.0
61, -110.0, 16.0, 60.0, 72.0
62, -106.0, -13.0, 42.0, 81.0
63, 103.0, 5.0, 59.0, 69.0
64, -53.0, 0.0, 72.0, 70.0
65, 219.0, 7.0, 97.0, 81.0
66, -221.0, 12.0, 63.0, 88.0
67, 32.0, 5.0, 69.0, 58.0
68, 153.0, 0.0, 66.0, 60.0
69, -54.0, 14.0, 40.0, 60.0
70, -7.0, 0.0, 56.0, 55.0
71, -16.0, 0.0, 53.0, 71.0
72, -14.0, -3.0, 58.0, 71.0
73, -54.0, -3.0, 52.0, 75.0
74, 44.0, 11.0, 59.0, 67.0
75, 185.0, 16.0, 71.0, 73.0
76, -290.0, -10.0, 55.0, 79.0
77, -103.0, -22.0, 68.0, 64.0
78, 21.0, -16.0, 72.0, 73.0
79, -58.0, 20.0, 75.0, 76.0
80, 12.0, -8.0, 54.0, 71.0
81, 145.0, 12.0, 65.0, 70.0
82, 114.0, 13.0, 63.0, 80.0
83, 87.0, 3.0, 68.0, 58.0
84, 232.0, 9.0, 87.0, 69.0
85, -152.0, 7.0, 76.0, 103.0
86, 28.0, 11.0, 62.0, 69.0
87, 165.0, 3.0, 55.0, 79.0
88, -51.0, 11.0, 64.0, 56.0
89, -23.0, 5.0, 56.0, 76.0
90, -165.0, -3.0, 77.0, 46.0
91, 51.0, 18.0, 101.0, 74.0
92, 8.0, -7.0, 75.0, 69.0
93, 16.0, 16.0, 76.0, 80.0
94, 57.0, 12.0, 71.0, 68.0
95, -329.0, 4.0, 81.0, 67.0
96, 104.0, 0.0, 49.0, 66.0
97, -136.0, -14.0, 40.0, 77.0
98, 114.0, 19.0, 63.0, 71.0
99, -48.0, 6.0, 45.0, 49.0
100, 21.0, -9.0, 62.0, 66.0
101, -213.0, 0.0, 88.0, 62.0
102, 60.0, 1.0, 72.0, 77.0
103, 4.0, 2.0, 77.0, 88.0
104, 88.0, 0.0, 61.0, 81.0
105, -106.0, 13.0, 55.0, 61.0
106, -80.0, -13.0, 64.0, 58.0
107, 108.0, -14.0, 64.0, 80.0
108, 203.0, -10.0, 52.0, 68.0
109, -75.0, 2.0, 72.0, 88.0
110, 156.0, 6.0, 46.0, 64.0
111, 99.0, -2.0, 70.0, 61.0
112, 126.0, -3.0, 74.0, 78.0
113, -41.0, -20.0, 59.0, 69.0
114, 169.0, 3.0, 73.0, 75.0
115, 71.0, 18.0, 73.0, 69.0
116, -28.0, 23.0, 70.0, 73.0
117, 35.0, 9.0, 57.0, 83.0
118, -26.0, 20.0, 66.0, 63.0
119, -16.0, -8.0, 74.0, 73.0
120, 23.0, -2.0, 53.0, 65.0
121, -61.0, 1.0, 70.0, 47.0
122, 26.0, -20.0, 75.0, 63.0
123, 104.0, 13.0, 76.0, 73.0
